Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0001530,QA31,Viktor,,high,major,have not tried,,General,2023-12-12,,,,public,2023-12-12,[Kolesnik] Не существует страницы при переводе на английский язык. Контактная информация. Подразделы МОН.,new,open,
0001529,QA31,student_qa311_4,,high,major,always,,General,2023-12-12,,,,public,2023-12-12,"Не функциональна кнопка ""пошук"" в версии сайта для людей с проблемами зрения.",new,open,
0001528,QA31,Zhuk,,low,minor,always,,General,2023-12-12,,,,public,2023-12-12,[Zhukova] Визуальные артефакты в хедере сайта при открытии разделов,new,open,
0001527,QA31,AlexQA31,,low,minor,always,,General,2023-12-12,Windows 10 Pro,22H2,Windows,public,2023-12-12,"[Шостенко] Битые ссылки раздела ""Часто шукають"" в поиске",new,open,
0001526,QA31,Akulova Anastasiia,,normal,tweak,have not tried,,General,2023-12-12,,,,public,2023-12-12,[Акулова] Не работает поисковая строка при переходе с главной страницы в разделы,new,open,
0001525,QA31,Svitlana,,normal,minor,always,,General,2023-12-12,,,,public,2023-12-12,[Ляшенко]Новость отображается на румынском языке в английской локализации,new,open,
0001524,QA31,manchinipeter,,normal,major,always,,General,2023-12-12,,,,public,2023-12-12,[NOVOSOLOV] Локализация переключается с EN на UA самостоятельно при осуществлении поиска,new,open,
0001523,QA31,Rivne,,normal,minor,always,,General,2023-12-12,,,,public,2023-12-12,"[Glivchuk]  Сторінка ""ДОСТУП ДО ПУБЛІЧНОЇ ІНФОРМАЦІЇ"" відсутня в англійській локалізації",new,open,
0001522,QA31,Marina,,low,trivial,always,,General,2023-12-12,,,,public,2023-12-12,[ Marina Munteanu ]  В розділі про освіту деяка інформація перекривається з розділом про типи матеріалів.,new,open,
0001521,QA31,Godin V,,normal,tweak,always,,General,2023-12-12,Windows 10 Professiona,64 bit,PC,public,2023-12-12,[Годин Валерий] Не загружается страница министерства в Instagram,new,open,
0001520,QA31,Aleksandr123,,normal,tweak,always,,General,2023-12-12,,,,public,2023-12-12,"[Tarasenko] Наложение элемента ""Поиск"" на Заглавную надпись при увеличении масштаба",new,open,
0001519,QA31,student_qa311_4,,high,major,have not tried,,General,2023-12-12,,,,public,2023-12-12,Фон контента страницы перекрывает якоря со ссылками на информацию различных категорий в хеддере.,new,open,
0001518,QA31,Zhuk,,low,minor,always,,General,2023-12-12,,,,public,2023-12-12,[Zhukova] Отсутствует предполагаемое фото в разделе новости,new,open,
0001517,QA31,Svitlana,,normal,minor,always,,General,2023-12-12,,,,public,2023-12-12,"[Ляшенко] Закрыта нижняя часть хедера сайта на странице ""СТАНДАРТИ ВИЩОЇ ОСВІТИ""",new,open,
0001516,QA31,manchinipeter,,normal,minor,have not tried,,General,2023-12-12,,,,public,2023-12-12,[NOVOSOLOV] Некликабельны ссылки во всплывающем окне при нажатии на кнопку поиска,new,open,
0001513,QA31,A,,normal,minor,have not tried,,General,2023-12-12,,,,public,2023-12-12,"{Алина} не активна кнопка ""Пошук"" на главной странице при выборе версии для людей с нарушением зрения",new,open,
0001515,QA31,Rivne,,normal,minor,always,,General,2023-12-12,,,,public,2023-12-12,"[Glivchuk] Відсутні посилання в англійській локалізації, на сторінці ""Educational indicators (Dashboard)""",new,open,
0001514,QA31,Natasia Rudenko,,low,trivial,always,,General,2023-12-12,,,,public,2023-12-12,[Руденко] Не корректный значок телеграмма на панели предлагаемых социальных сетей,new,open,
0001512,QA31,manchinipeter,,low,minor,always,,General,2023-12-12,,,,public,2023-12-12,"[NOVOSOLOV] Поисковый запрос корректный, но превышающий определенное значение обрабатывается некорректно в хедере главной страни",new,open,
0001511,QA31,valera1,,high,major,always,,General,2023-12-12,,,,public,2023-12-12,"[Горин] Не кликабельная кнопка при английской локализации ""Learning English A1-B1""",new,open,
0001508,QA31,Tani,,high,minor,always,,General,2023-12-12,,,,public,2023-12-12,[Kliarska Tetiana] Отсутствует перевод на выбранный язык (укр),new,open,
0001510,QA31,AlexQA31,,low,minor,always,,General,2023-12-12,Windows 10 Pro,22H2,Windows,public,2023-12-12,[Шостенко] Не реагирует на нажатие функция поиска в украинской локализации,new,open,
0001509,QA31,Akulova Anastasiia,,high,tweak,have not tried,,General,2023-12-12,,,,public,2023-12-12,[Акулова] Нет возможности подписаться на рассылку новостей,new,open,
0001507,QA31,Zhuk,,low,minor,always,,General,2023-12-12,,,,public,2023-12-12,Ошибка при переходе на ссылку Гугл в разделе ВСТУПНА КАМПАНІЯ 2023 РОКУ,new,open,
0001506,QA31,student_qa311_4,,high,minor,have not tried,,General,2023-12-12,,,,public,2023-12-12,Цвет текста выбора локализации сайта плохо видим (серый цвет текста на симем фоне) в хедере сайта справа,new,open,
0001505,QA31,Aleksandr123,,normal,tweak,always,,General,2023-12-12,,,,public,2023-12-12,[Tarasenko] Не корректное поведение поисковой строки,new,open,
0001504,QA31,valera1,,normal,minor,always,,General,2023-12-12,,,,public,2023-12-12,"[Горин] В тексте ""Розклад освітнього Хабу в Вінниці"" присутствует наложение текста на таблицу е > мапи хабів > Вінниця",new,open,
0001503,QA31,Rivne,,normal,minor,always,,General,2023-12-12,,,,public,2023-12-12,"[Glivchuk] Значок не існуйочої соціальної мережі ""Твітер"" в футері",new,open,
0001502,QA31,manchinipeter,,low,minor,always,,General,2023-12-12,,,,public,2023-12-12,[NOVOSOLOV] Ссылка номера телефона имеют вид mailto в футере главной страницы,new,open,
0001501,QA31,AlexQA31,,normal,minor,have not tried,,General,2023-12-12,Windows 10 Pro,22H2,Windows,public,2023-12-12,[Шостенко] Не переведено название министерства в английской локализации,new,open,
0001500,QA31,Svitlana,,high,major,always,,General,2023-12-12,,,,public,2023-12-12,"""Page not found"" при переходе на английскую локализацию сайта",new,open,
0001498,QA31,valera1,,high,minor,have not tried,,General,2023-12-12,,,,public,2023-12-12,[Горин] В названии королевства присутствует возможность не называть королевство,new,open,
0001497,QA31,Rivne,,normal,minor,have not tried,,General,2023-12-11,,,,public,2023-12-11,"[Glivchuk] Неклікабельне поле ""Ставка"" в вікні ""Аукціон"" на початкових стадіях гри",new,open,
0001496,QA31,valera1,,high,minor,sometimes,,General,2023-12-11,,,,public,2023-12-11,[Горин] Возможность пропустить подтверждение почты при помощи введения кода подтверждения,new,open,
0001495,QA31,valera1,,high,major,have not tried,,General,2023-12-11,,,,public,2023-12-11,[Горин] Возможность зарегистрироваться под несуществующей почтой,new,open,
0001494,QA31,Rivne,,normal,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"[Glivchuk] Введення спецсимволів в строці ""или добавить заметку"" в вікні ""Отметить поле""",new,open,
0001493,QA31,valera1,,normal,minor,have not tried,,General,2023-12-11,,,,public,2023-12-11,"[Горин] В игре название войск называется ""Вурвур""",new,open,
0001492,QA31,manchinipeter,,high,major,N/A,,General,2023-12-11,,,,public,2023-12-11,"[NOVOSOLOV] Диалоговое окно ""Ошибка"" при регистрации при выборе зоны UK",new,open,
0001491,QA31,Rivne,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,[Glivchuk] Неможливість обрати бороду жіночому персонажу в вікні кастомізації персонажа,new,open,
0001490,QA31,manchinipeter,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,"[NOVOSOLOV] Диалоговое окно ""Заметки"" не имеет явных ограничений в количестве символов для ввода",new,open,
0001489,QA31,manchinipeter,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,[NOVOSOLOV] Открывается лобби при подтверждении кода электронной почты,new,open,
0001488,QA31,manchinipeter,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,"[NOVOSOLOV] Поле ввода имени снова появляется и является пустым после нажатия на кнопку ""?""",new,open,
0001487,QA31,Rivne,,low,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"[Glivchuk] Можливість назвати поселення спецсимволами в вікні ""Головна будівля""",new,open,
0001486,QA31,manchinipeter,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,"[NOVOSOLOV] Диалоговое окно ""Регистрация"" после прохождения туториала возможно закрыть",new,open,
0001484,QA31,valera1,,high,major,have not tried,,General,2023-12-11,,,,public,2023-12-11,[Акулова] игра выдает ошибку при регистрации с немецкой локализации через браузер Opera,new,open,
0001483,QA31,manchinipeter,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,"[NOVOSOLOV] Название ""Регистрация"" при входе на Вики не соответствует функции кнопки в диалоговом окне",new,open,
0001481,QA31,manchinipeter,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,[NOVOSOLOV] Диалоговое окно помощь на экране регистрации закрывается автоматически появлением реплики NPC,new,open,
0001480,QA31,manchinipeter,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,Ссылка Положение о защите данных в футере главной страницы открывает документ на английском языке,new,open,
0001478,QA31,manchinipeter,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,[NOVOSOLOV] Ссылка Rail Nation в футере главной страницы ведет на пустой документ,new,open,
0001476,QA31,Rivne,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,"[Glivchuk] Некоректне центрування картинки в вікні ""Важное системное сообщение""",new,open,
0001475,QA31,AlexQA31,,low,trivial,random,,General,2023-12-11,Windows 10 Pro,22H2,Windows,public,2023-12-11,"[Шостенко] Счетчик ""Отчеты"" в игре работает не корректоно",new,open,
0001474,QA31,Rivne,,urgent,block,always,,General,2023-12-11,,,,public,2023-12-11,"[Glivchuk] Вікно ""An error occurred"" при спробі зареєструвати нового користувача у вікні реєстрації",new,open,
0001473,QA31,AlexQA31,,high,minor,always,,General,2023-12-11,Windows 10 Pro,22H2,Windows,public,2023-12-11,[Шостенко]Ошибка при регистрации с US локализацией,new,open,
0001472,QA31,AlexQA31,,normal,minor,always,,General,2023-12-11,Windows 10 Pro,22H2,Windows,public,2023-12-11,"[Шостенко]Функция ""Пригласить друга"" работает не корректно",new,open,
0001471,QA31,AlexQA31,,low,trivial,always,,General,2023-12-11,Windows 10 Pro,22H2,Windows,public,2023-12-11,Курсор появляется возле игрового указателя-подсказки,new,open,
0001470,QA31,student_qa311_4,,high,major,always,,General,2023-12-11,,,,public,2023-12-11,"Невозможно зарегестрировать нового иргока при выборе ""International"" локализации",new,open,
0001469,QA31,student_qa311_4,,low,minor,always,,General,2023-12-11,,,,public,2023-12-11,"Не отображается логотип игры в разделе ""Вики"" слева вверху",new,open,
0001468,QA31,Zhuk,,low,minor,sometimes,,General,2023-12-11,,,,public,2023-12-11,Появляется окно регистрации при входе в Travian Kingdoms Wiki,new,open,
0001467,QA31,Marina,,low,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"[ Marina Munteanu ]   Проблема з розташуванням тексту в Travian Kingdoms Wiki у розділі  ""Герой""",new,open,
0001466,QA31,Marina,,immediate,block,unable to reproduce,,General,2023-12-11,,,,public,2023-12-11,[ Marina Munteanu ]  Не можливо зареєструватись при англійській локалізації,new,open,
0001465,QA31,Marina,,low,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"[ Marina Munteanu ]  Відсутність тултипу для ""Вікі"" на арені ігри",new,open,
0001464,QA31,Marina,,high,major,have not tried,,General,2023-12-11,,,,public,2023-12-11,"[ Marina Munteanu ]  Автоматичне перемикання мови при виборі меню  на сторінці  ""Travian Kingdoms Wiki""",new,open,
0001463,QA31,Svitlana,,urgent,crash,always,,General,2023-12-11,,,,public,2023-12-11,"Отображается ошибка HTTP ERROR 500 при переходе по ссылке ""Rail Nation"" с украинских, американских, английских IP",new,open,
0001462,QA31,Marina,,high,major,always,,General,2023-12-11,,,,public,2023-12-11,[ Marina Munteanu ] Відсутня інформація про героя в іспанській локалізації,new,open,
0001461,QA31,Svitlana,,high,major,always,,General,2023-12-11,,,,public,2023-12-11,"Битая ссылка в разделе ""Королевства"" при турецкой локализации",new,open,
0001460,QA31,Svitlana,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,"Автоматически выбирается испанский при переходе в раздел ""Tribes"" Вики английской локализации",new,open,
0001459,QA31,Svitlana,,low,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"Название блоков ""Menu"" и ""Page Menu"" в ""Вики"" не переводятся с английского на другие языки",new,open,
0001458,QA31,Svitlana,,normal,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"Не загружается изображение в хедере ""Вики""",new,open,
0001457,QA31,Svitlana,,normal,trivial,always,,General,2023-12-11,,,,public,2023-12-11,"Новость ""Maintenance on 30th of November"" не переводится с английского на другие языки",new,open,
0001456,QA31,Svitlana,,low,trivial,always,,General,2023-12-11,,,,public,2023-12-11,Текст ссылки в новости выходит за пределы новостного блока в российской локализации,new,open,
0001455,QA31,Svitlana,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,Тип и правила игрового мира COM4 отображаются строками кода,new,open,
0001454,QA31,Svitlana,,normal,minor,always,,General,2023-12-11,,,,public,2023-12-11,"Строка из кода видна при наведении на символ ""i"" в рекомендуемых игровых мирах",new,open,
0001453,QA31,Svitlana,,high,crash,always,,General,2023-12-11,,,,public,2023-12-11,Регистрация нового аккаунта невозможна при выборе локализации United States или United Kingdom,new,open,
0001452,QA31,Marina,,high,text,always,,General,2023-12-10,,,,public,2023-12-10,[ Marina Munteanu ] Проблема з перекладом кнопок ''button'' у розділі ''Вікі'' під арабською локалізацією,new,open,
0001451,QA31,Marina,,low,minor,always,,General,2023-12-09,,,,public,2023-12-09,"[ Marina Munteanu ]  Наявність зайвого знаку ""%"" у тексті",new,open,
0001450,QA31,Aleksandr123,,normal,tweak,always,,General,2023-12-09,,,,public,2023-12-09,"[Tarasenko] Отправление запроса ""Добавить друга"" несуществующему нику.",new,open,
0001449,QA31,Aleksandr123,,low,tweak,always,,General,2023-12-09,,,,public,2023-12-09,"[Tarasenko] Не отображает tooltip ""Вики"".",new,open,
0001448,QA31,Aleksandr123,,low,tweak,always,,General,2023-12-09,,,,public,2023-12-09,[Tarasenko] Не корректное копирование картинки.,new,open,
0001446,QA31,Aleksandr123,,low,tweak,always,,General,2023-12-09,,,,public,2023-12-09,"[Tarasenko] Не упорядоченное отображение  заметок ""Блокнота"".",new,open,
0001447,QA31,Marina,,high,major,always,,General,2023-12-09,,,,public,2023-12-09,"[ Marina Munteanu ]Неперекладений текст в розділі ""Новини Kingdoms"" під час арабської локалізації.",new,open,
0001444,QA31,Aleksandr123,,normal,tweak,always,,General,2023-12-09,,,,public,2023-12-09,[Tarasenko] Масштаб не отображает первоначальное состояние.,new,open,
0001442,QA31,Aleksandr123,,high,major,always,,General,2023-12-09,,,,public,2023-12-09,[Tarasenko] Сбой микротранзакции.,new,open,
0001443,QA31,Aleksandr123,,normal,tweak,always,,General,2023-12-09,,,,public,2023-12-09,"[Tarasenko]  Отсутствуют настройки клавиатуры, ""Горячие клавиши"".",new,open,
0001441,QA31,Aleksandr123,,low,tweak,sometimes,,General,2023-12-09,,,,public,2023-12-09,[Tarasenko] В header не отображает work area.,new,open,
0001439,QA31,Aleksandr123,,high,major,always,,General,2023-12-09,,,,public,2023-12-09,[Tarasenko] Не отображает элементы управления,new,open,
0001440,QA31,Aleksandr123,,low,tweak,always,,General,2023-12-09,,,,public,2023-12-09,[Tarasenko]  Изображение выходит за пределы экрана,new,open,
0001438,QA31,Tani,,high,tweak,sometimes,,General,2023-12-09,,,,public,2023-12-09,[Kliarska Tetiana] Во время прохождения игры всплывает окно регистрации,new,open,
0001437,QA31,Tani,,normal,major,always,,General,2023-12-09,,,,public,2023-12-09,"[Kliarska Tetiana] Отсутствует перевод на русский язык меню ""Forum""",new,open,
0001436,QA31,Tani,,normal,minor,have not tried,,General,2023-12-09,,,,public,2023-12-09,"[Kliarska Tetiana] Отсутствует должное количество выбора языка в ""Help Center"" на странице Лобби",new,open,
0001435,QA31,Tani,,normal,tweak,always,,General,2023-12-09,,,,public,2023-12-09,"[Kliarska Tetiana]  Присутствует неполный перевод русского языка в шапке страницы ""Лобби""",new,open,
0001434,QA31,Tani,,normal,text,always,,General,2023-12-09,,,,public,2023-12-09,[Kliarska Tetiana] Текст ссылки выходит за пределы границ  в новостях лобби,new,open,
0001433,QA31,Marina,,high,major,always,,General,2023-12-09,,,,public,2023-12-09,"[ Marina Munteanu ] Тексти перекривають один одного у розділі ""Ігровий світ"" незалежно від вибраної мови",new,open,
0001432,QA31,Marina,,low,minor,always,,General,2023-12-09,,,,public,2023-12-09,"Текст в розділі ""Новини Kingdoms"" виходить за межі видимого елемента при використанні російської локалізації.",new,open,
0001431,QA31,Tani,,normal,tweak,always,,General,2023-12-09,,,,public,2023-12-09,"[Kliarska Tetiana] Нет возможности закрыть окно ""Зарегистрироваться с помощью....""",new,open,
0001430,QA31,Tani,,normal,tweak,have not tried,,General,2023-12-09,,,,public,2023-12-09,"Нет возможности выйти из меню ""Построить деревню"" (сделать шаг назад)",new,open,
0001429,QA31,Natasia Rudenko,,normal,minor,always,,General,2023-12-09,,,,public,2023-12-09,"Неполная локализация страницы ""Настройки конфиденциальности""",new,open,
0001428,QA31,Natasia Rudenko,,low,minor,always,,General,2023-12-08,,,,public,2023-12-08,на странице Аватар в сообщениях системы отсутствует локализация,new,open,
0001427,QA31,Natasia Rudenko,,normal,major,always,,General,2023-12-08,,,,public,2023-12-08,при открытии основной страницы форума происходит частичная локализация,new,open,
0001426,QA31,Natasia Rudenko,,normal,tweak,always,,General,2023-12-08,,,,public,2023-12-08,При переходе по ссылке на главную страницу Вики в хеддере происходит переход на английскую версию страницы.,new,open,
0001425,QA31,Natasia Rudenko,,low,minor,always,,General,2023-12-08,,,,public,2023-12-08,Не отображается логотип игры в хеддере на странице Вики,new,open,
0001424,QA31,Natasia Rudenko,,low,minor,always,,General,2023-12-08,,,,public,2023-12-08,"неполная локализация страницы Вики ""Дань, сокровища и сундуки с ценностями""",new,open,
0001423,QA31,Zhuk,,low,tweak,always,,General,2023-12-08,,,,public,2023-12-08,Невозможно закрыть открытый чат,new,open,
0001422,QA31,Zhuk,,normal,minor,have not tried,,General,2023-12-08,,,,public,2023-12-08,Нет возможности изменить шрифты на курсив или подчеркнутый текст  в блокноте,new,open,
0001421,QA31,Zhuk,,normal,major,always,,General,2023-12-08,,,,public,2023-12-08,Нет возможности зарегистрироваться в разделе Discord с корректными данными для регистрации,new,open,
0001420,QA31,Zhuk,,normal,tweak,always,,General,2023-12-08,,,,public,2023-12-08,"Нет возможности вернуться к игре с вкладки ""Показать все новости""",new,open,
0001419,QA31,Zhuk,,low,text,always,,General,2023-12-08,,,,public,2023-12-08,Частичный перевод при русской локализации,new,open,
0001418,QA31,Zhuk,,low,tweak,always,,General,2023-12-08,,,,public,2023-12-08,"Вместо переключения вкладок в разделе ""Показать все новости""  открывается новые вкладки в браузере",new,open,
0001417,QA31,Zhuk,,normal,tweak,always,,General,2023-12-08,,,,public,2023-12-08,Нет возможности зарегистрироваться без подписки на рассылку,new,open,
0001416,QA31,Zhuk,,high,major,sometimes,,General,2023-12-08,,,,public,2023-12-08,Выбрасывает из игры при получении награды,new,open,
0001415,QA31,Zhuk,,low,minor,always,,General,2023-12-08,,,,public,2023-12-08,Не выполняется переход на вкладки Travian Kingdoms Wiki,new,open,
0001414,QA31,Natasia Rudenko,,normal,tweak,always,,General,2023-12-08,,,,public,2023-12-08,"Проблемы с локализацией при переходе по ссылке ""влияние"" на странице Вики",new,open,
0001413,QA31,Natasia Rudenko,,normal,minor,always,,General,2023-12-08,,,,public,2023-12-08,"Проблемы с локализацией при переходе по ссылке ""влияние"" на странице Вики",new,open,
0001412,QA31,Natasia Rudenko,,low,text,always,,General,2023-12-08,,,,public,2023-12-08,не совпадает локализация значков в панели слева на странице помощи и поддержки,new,open,
0001411,QA31,Natasia Rudenko,,normal,text,always,,General,2023-12-08,,,,public,2023-12-08,Регистрация на сайте происходит латиницей при российской локализации на кириллице,new,open,
0001410,QA31,Natasia Rudenko,,normal,tweak,always,,General,2023-12-08,,,,public,2023-12-08,Открытие неправильной вкладки при нажатии правой клавиши на ссылку  Help Center,new,open,
0001409,QA31,valera1,,normal,minor,have not tried,,General,2023-12-07,,,,public,2023-12-07,"[Годин Валерий] Отображение неправильного логотипа Facebook в левой части главной страницы в блоке ссылок ""Мы в социальных сетях",new,open,
0001407,QA31,valera1,,normal,minor,have not tried,,General,2023-12-05,Windows,Windows 10 Pro,PC,public,2023-12-06,[Годин Валерий] Отображение кнопки входа в личный кабинет.,new,open,
0001408,QA31,student_qa311_4,,low,minor,always,,General,2023-12-06,,,,public,2023-12-06,"Наложение одного текста на другой в поле ""Тип игрового мира"" в блоке ""Информация о игровом мире"" на странице ""Игровой Мир -СОМ4""",new,open,
0001406,QA31,Marina,,normal,major,always,,General,2023-12-05,,,,public,2023-12-05,"[Мунтяну] Відсутність  логотипу Facebook в розділі ""Ми в соціальних мережах""  в боковому меню зліва під вибором категорій",new,open,
0001405,QA31,valera1,,normal,trivial,have not tried,,General,2023-12-05,,,,public,2023-12-05,Акулова иконка фейсбук,new,open,
0001404,QA31,valera1,,normal,minor,random,,General,2023-12-05,,,,public,2023-12-05,[Rudenko]  Логотип Facebook указан неправильно в перечне ссылок на социальные сети в левой части сайта,new,open,
0001403,QA31,Rivne,,normal,major,always,,General,2023-12-05,,,,public,2023-12-05,"[Glivchuk]Відсутній значок ""Фейсбук"" в кнопці переходу до сторінки ""Розетки"" в соціальної мережі",new,open,
0001402,QA31,valera1,,low,trivial,always,,General,2023-12-05,,,,public,2023-12-05,"[Гольник] Логотип социальной сети ""Facebook"" в блоке ""Ми в соціальних мережах"" отображён без фирменной буквы ""f""",new,open,
0001401,QA31,valera1,,normal,major,always,,General,2023-12-05,,,,public,2023-12-05,"[Tarasenko]  Отсутствует символ ""F"" на логотипе ""Facebook""",new,open,
0001400,QA31,Viktor,,normal,minor,always,,General,2023-12-05,,,,public,2023-12-05,"[Колесник]  Боковая панель. В окне ""Мы в социальных сетях"" . В иконке социальной сети ""Facebook"". Отсутствует в кружке буква F.",new,open,
0001399,QA31,valera1,,normal,minor,have not tried,,General,2023-12-05,,,,public,2023-12-05,"[Kliarska Tetiana] Отсутствует логотип ""Фейсбука"" в меню ""Мы с социальных сетях"" слева внизу сайта",new,open,
0001398,QA31,valera1,,low,trivial,always,,General,2023-12-05,,,,public,2023-12-05,"[Шостенко] Отсутствует логотип Facebook в разделе ""Мы в социальных сетях"" слева под основным меню сайта",new,open,
0001397,QA31,valera1,,low,trivial,sometimes,,General,2023-12-05,,,,public,2023-12-05,"[Zhukova] Неверно  изображен логотип Facebook в разделе ""Мы в социальных сетях""",new,open,
0001396,QA31,valera1,,high,trivial,always,,General,2023-12-05,,,,public,2023-12-05,"[Горин] Логотип ""Facebook"" отсутствует в разделе ""Соціальні мережі"" в левой части главной страницы",new,open,
0001395,QA31,valera1,,low,minor,always,,General,2023-12-05,,,,public,2023-12-05,"[Новосьолов] Логотип ""Facebook"" отсутствует в блоке ""Ми в соціальних мережах""",new,open,
0001394,QA31,valera1,,normal,trivial,always,,General,2023-12-05,,,,public,2023-12-05,"[Ляшенко]Отсутствует логотип ""Facebook"" на кнопке левой части на  главной странице сайта",new,open,
0001391,QA31,Viktor,,normal,minor,always,,General,2023-12-05,,,,public,2023-12-05,"В боковой панели. В окне ""Добро пожаловать"". Отсутствует  кнопка "" Войти в личный кабинет""",new,open,
0001389,QA31,valera1,,high,minor,always,,General,2023-12-05,,,,public,2023-12-05,"[Tarasenko]  Отсутствует кнопка  ""Войти в личный кабинет""",new,open,
0001392,QA31,Marina,,low,text,always,,General,2023-12-05,,,,public,2023-12-05,"Перевірка наявності кнопки ""Увійдіть в обліковий запис"" в боковому меню",new,open,
0001390,QA31,valera1,,normal,minor,always,,General,2023-12-05,,,,public,2023-12-05,"(Гольник) Отсутствует кнопка ""Увійдіть в особистий кабінет"" на главной странице сайта https://rozetka.com.ua/",new,open,
0001388,QA31,valera1,,high,minor,have not tried,,General,2023-12-05,,,,public,2023-12-05,Kliarska Tetiana,new,open,
0001387,QA31,valera1,,high,feature,sometimes,,General,2023-12-05,,,,public,2023-12-05,"[Zhukova]  Отсутствует кнопка  ""Войдите в личный кабинет"" в левом блоке главной страницы сайта",new,open,
0001386,QA31,valera1,,high,major,random,,General,2023-12-05,Windows 10,,,public,2023-12-05,Rudenko,new,open,
0001385,QA31,valera1,,high,major,always,,General,2023-12-05,Windows 10,19045.3693,PC,public,2023-12-05,"[Новосьолов] Кнопка ""Увійдіть в особистий кабінет"" отсутствует после текста ""Увійдіть, щоб отримувати ....""",new,open,
0001384,QA31,valera1,,high,major,always,,General,2023-12-05,,,,public,2023-12-05,[Ляшенко]Отсутствует кнопка входа в Личный Кабинет в левой части сайта https://rozetka.com.ua/,new,open,
0001383,QA31,valera1,,normal,major,random,,General,2023-12-05,,,,public,2023-12-05,(Горин) Поле авторизации не отображается в левой части главной страницы под каталогом товаров,new,open,
0001382,QA31,Rivne,,normal,major,have not tried,,General,2023-12-05,,,,public,2023-12-05,"Відсутня кнопка ""Увійдіть в обліковий запис"" в боковому меню зліва, під вибором категорій",new,open,
0001381,QA31,valera1,,urgent,block,always,,General,2023-12-05,,,,public,2023-12-05,"(ШостенкоА) нет кнопки кнопки ""Войдите в личный кабинет"" слева под меню сайта",new,open,
0001380,QA31,valera1,,normal,minor,always,,General,2023-12-05,,,,public,2023-12-05,Subject,new,open,
0001325,QA31,Yulia,,low,trivial,always,,General,2023-07-21,,,,public,2023-07-21,"Банер частково перекриває іконки соцмереж в розділі ""SPA-apps""",new,open,
0001324,QA31,Yulia,,low,text,always,,General,2023-07-21,,,,public,2023-07-21,"В назві фреймворка ""React,js"" стоїть кома замість крапки в підрозділі ""КАК УСТРОЕНЫ PWA-ПРИЛОЖЕНИЯ"" розділу ""PWA-apps""",new,open,
0001323,QA31,Yulia,,low,trivial,always,,General,2023-07-21,,,,public,2023-07-21,"Прапор на логотипі сайту перекриває основний текст розділу ""Разработка сайтов""",new,open,
0001322,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"Відсутній лінк у терміні ""Android"" в розділі ""F.A.Q.""",new,open,
0001321,QA31,Yulia,,low,text,have not tried,,General,2023-07-19,,,,public,2023-07-19,"Помилка в слові ""Andriod"" в розділі ""F.A.Q.""",new,open,
0001320,QA31,Yulia,,high,minor,always,,General,2023-07-19,,,,public,2023-07-19,[L10n] Відсутня локалізація вікна для зв'язку при виборі локалізації EN на головній сторінці,new,open,
0001319,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Змінюється розташування іконок соцмереж і месенджерів в футері при застосуванні локалізації UA в розділі ""ПОРТФОЛИО""",new,open,
0001318,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Локалізація з EN змінюється на RU при переході до ""DASHBOARDS DESIGN"" розділу ""Prototyping Software UX""",new,open,
0001315,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Відсутня локалізація UA кнопки ""СЛЕДУЙТЕ В INSTAGRAM"" в розділі ""СТРІЧКА""",new,open,
0001314,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Відсутня локалізація назви розділу ""EXPERIENCE"" при виборі локалізації UA на головній сторінці",new,open,
0001313,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Ошибка локализации при переходе на другую страницу,new,open,
0001312,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Смешанная локализация в разделе “FEED”,new,open,
0001311,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Отсутствие валидации при заполнении формы обратной связи в футере на главной странице,new,open,
